timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1666063045241,96,Webstaurant Product Page-16,200,OK,Main Thread Group 1-1,bin,true,,2683,170,1,1,https://www.webstaurantstore.com/images/outlet/thumbnails/55077/243835.jpg,96,0,0
1666063045337,40,Webstaurant Product Page-17,200,OK,Main Thread Group 1-1,bin,true,,3371,170,1,1,https://cdnimg.webstaurantstore.com/uploads/design/2018/9/ar-thumbnail.png,40,0,0
1666063045377,96,Webstaurant Product Page-18,200,OK,Main Thread Group 1-1,bin,true,,1984,170,1,1,https://www.webstaurantstore.com/images/outlet/thumbnails/55077/243837.jpg,96,0,0
1666063045473,98,Webstaurant Product Page-19,200,OK,Main Thread Group 1-1,bin,true,,2541,170,1,1,https://www.webstaurantstore.com/images/outlet/thumbnails/55077/243839.jpg,98,0,0
1666063045571,85,Webstaurant Product Page-20,200,OK,Main Thread Group 1-1,bin,true,,2632,170,1,1,https://www.webstaurantstore.com/images/outlet/thumbnails/55077/243841.jpg,85,0,0
1666063045656,204,Webstaurant Product Page-21,200,OK,Main Thread Group 1-1,bin,true,,2782,170,1,1,https://www.webstaurantstore.com/images/outlet/thumbnails/55077/243843.jpg,204,0,0
1666063045860,188,Webstaurant Product Page-22,200,OK,Main Thread Group 1-1,bin,true,,2841,170,1,1,https://www.webstaurantstore.com/images/outlet/thumbnails/55077/243845.jpg,188,0,0
1666063046048,192,Webstaurant Product Page-23,200,OK,Main Thread Group 1-1,bin,true,,2423,170,1,1,https://www.webstaurantstore.com/images/outlet/thumbnails/55077/243847.jpg,192,0,0
1666063046240,54,Webstaurant Product Page-24,200,OK,Main Thread Group 1-1,text,true,,3125,170,1,1,https://www.webstaurantstore.com/uploads/design/2018/7/quickship-badge.svg,54,0,0
1666063046294,108,Webstaurant Product Page-25,200,OK,Main Thread Group 1-1,bin,true,,11655,187,1,1,https://www.webstaurantstore.com/images/vendor/medium/20220720/avantcoequipment_logo_hr.jpg,108,0,0
1666063046402,53,Webstaurant Product Page-26,200,OK,Main Thread Group 1-1,bin,true,,1034,181,1,1,https://www.webstaurantstore.com/build/files/4fbcd8c51dafd28f6671.placeholder-img.png,53,0,0
1666063046455,56,Webstaurant Product Page-27,200,OK,Main Thread Group 1-1,bin,true,,1316,175,1,1,https://www.webstaurantstore.com/uploads/design/2018/7/prop-65-warning-icon.png,56,0,0
1666063046511,97,Webstaurant Product Page-28,200,OK,Main Thread Group 1-1,bin,true,,1792,184,1,1,https://www.webstaurantstore.com/images/site/gas_connection/cert-connection-gas-0_75.png,97,0,0
1666063046609,92,Webstaurant Product Page-29,200,OK,Main Thread Group 1-1,bin,true,,2254,177,1,1,https://www.webstaurantstore.com/images/site/certifications/UL-EPH-Classified.jpg,92,0,0
1666063046701,104,Webstaurant Product Page-30,200,OK,Main Thread Group 1-1,bin,true,,2207,172,1,1,https://www.webstaurantstore.com/images/site/certifications/ULcanadianUS.jpg,104,0,0
1666063046805,114,Webstaurant Product Page-31,200,OK,Main Thread Group 1-1,bin,true,,4299,182,1,1,https://www.webstaurantstore.com/images/site/gas_connection/cert-field-convertible.jpg,114,0,0
1666063046919,41,Webstaurant Product Page-32,200,OK,Main Thread Group 1-1,bin,true,,14080,181,1,1,https://cdnimg.webstaurantstore.com/uploads/design/2017/9/webstaurant-logo-w-icon.png,41,0,0
1666063046961,61,Webstaurant Product Page-33,200,OK,Main Thread Group 1-1,text,true,,549215,163,1,1,https://www.webstaurantstore.com/build/main.4a0f9d859aa53314f9bb.js,52,0,0
1666063047022,59,Webstaurant Product Page-34,200,OK,Main Thread Group 1-1,text,true,,58562,188,1,1,https://www.webstaurantstore.com/build/vendors~sentry-browser.39622cf2ed212372154b.bundle.js,58,0,0
1666063047081,83,Webstaurant Product Page-35,200,OK,Main Thread Group 1-1,text,true,,1555,185,1,1,https://www.webstaurantstore.com/build/start-error-logging.6db6266b2fa8546d3d5f.bundle.js,83,0,0
1666063047164,84,Webstaurant Product Page-36,200,OK,Main Thread Group 1-1,text,true,,948148,182,1,1,https://www.webstaurantstore.com/build/preModule/mainPreModule.8619cd86ddde9959969d.js,66,0,0
1666063047249,63,Webstaurant Product Page-37,200,OK,Main Thread Group 1-1,text,true,,42783,155,1,1,https://www.googleadservices.com/pagead/conversion_async.js,51,0,0
1666063056087,3985,Webstaurant Product Page,200,OK,Main Thread Group 1-1,text,true,,2469552,6116,1,1,https://www.webstaurantstore.com/outlet/185MT12BHC/56029.html,269,0,0
1666063056087,269,Webstaurant Product Page-0,200,OK,Main Thread Group 1-1,text,true,,318766,157,1,1,https://www.webstaurantstore.com/outlet/185MT12BHC/56029.html,269,0,0
1666063056359,78,Webstaurant Product Page-1,200,OK,Main Thread Group 1-1,text,true,,135216,173,1,1,https://www.webstaurantstore.com/build/tailwind.3642.ecb9112ee3c1a0124d2a.css,73,0,0
1666063056438,48,Webstaurant Product Page-2,200,OK,Main Thread Group 1-1,text,true,,1385,177,1,1,https://www.webstaurantstore.com/build/styles-text-fonts.218b11e9fc2db029dcc1.css,48,0,0
1666063056486,73,Webstaurant Product Page-3,200,OK,Main Thread Group 1-1,text,true,,4246,177,1,1,https://www.webstaurantstore.com/build/styles-icon-fonts.e8d2eefdf5b557eb497b.css,73,0,0
1666063056559,54,Webstaurant Product Page-4,200,OK,Main Thread Group 1-1,text,true,,73398,187,1,1,https://www.webstaurantstore.com/build/common-critical-styles.2845.0eeeb8c199f0d0dcd617.css,52,0,0
1666063056613,52,Webstaurant Product Page-5,200,OK,Main Thread Group 1-1,text,true,,177709,188,1,1,https://www.webstaurantstore.com/build/product-critical-styles.3687.e60a9b56199fffc0387b.css,48,0,0
1666063056666,41,Webstaurant Product Page-6,200,OK,Main Thread Group 1-1,text,true,,17648,180,1,1,https://www.webstaurantstore.com/build/product-reviews.8267.985631c01ace606a761d.css,41,0,0
1666063056707,64,Webstaurant Product Page-7,200,OK,Main Thread Group 1-1,text,true,,38736,189,1,1,https://www.webstaurantstore.com/build/preModule/synchronousPolyfills.0a8186328e6857116571.js,63,0,0
1666063056772,70,Webstaurant Product Page-8,200,OK,Main Thread Group 1-1,bin,true,,6768,184,1,1,https://cdnimg.webstaurantstore.com/uploads/design/2016/2/android-chrome-192x192.png?v=1,68,0,0
1666063056842,67,Webstaurant Product Page-9,200,OK,Main Thread Group 1-1,bin,true,,2002,169,1,1,https://cdnimg.webstaurantstore.com/uploads/design/2016/2/favicon.ico?v=1,67,0,0
1666063056909,54,Webstaurant Product Page-10,200,OK,Main Thread Group 1-1,text,true,,9307,178,1,1,https://www.webstaurantstore.com/build/files/de4034208c84ec8447fa.rewards-card.svg,54,0,0
1666063056963,111,Webstaurant Product Page-11,200,OK,Main Thread Group 1-1,bin,true,,19983,165,1,1,https://www.webstaurantstore.com/images/outlet/large/56029/252499.jpg,111,0,0
1666063057074,60,Webstaurant Product Page-12,200,OK,Main Thread Group 1-1,bin,true,,1106,188,1,1,https://www.webstaurantstore.com/uploads/design/2022/2/pdp-gallery-placeholder-white-600.png,60,0,0
1666063057134,119,Webstaurant Product Page-13,200,OK,Main Thread Group 1-1,bin,true,,2403,170,1,1,https://www.webstaurantstore.com/images/outlet/thumbnails/56029/252499.jpg,119,0,0
1666063057253,35,Webstaurant Product Page-14,200,OK,Main Thread Group 1-1,bin,true,,3371,170,1,1,https://cdnimg.webstaurantstore.com/uploads/design/2018/9/ar-thumbnail.png,35,0,0
1666063057288,97,Webstaurant Product Page-15,200,OK,Main Thread Group 1-1,bin,true,,2981,170,1,1,https://www.webstaurantstore.com/images/outlet/thumbnails/56029/252501.jpg,97,0,0
1666063057385,101,Webstaurant Product Page-16,200,OK,Main Thread Group 1-1,bin,true,,2797,170,1,1,https://www.webstaurantstore.com/images/outlet/thumbnails/56029/252503.jpg,101,0,0
1666063057486,88,Webstaurant Product Page-17,200,OK,Main Thread Group 1-1,bin,true,,2769,170,1,1,https://www.webstaurantstore.com/images/outlet/thumbnails/56029/252505.jpg,88,0,0
1666063057574,158,Webstaurant Product Page-18,200,OK,Main Thread Group 1-1,bin,true,,2811,170,1,1,https://www.webstaurantstore.com/images/outlet/thumbnails/56029/252507.jpg,158,0,0
1666063057732,110,Webstaurant Product Page-19,200,OK,Main Thread Group 1-1,bin,true,,2425,170,1,1,https://www.webstaurantstore.com/images/outlet/thumbnails/56029/252509.jpg,110,0,0
1666063057842,55,Webstaurant Product Page-20,200,OK,Main Thread Group 1-1,text,true,,3125,170,1,1,https://www.webstaurantstore.com/uploads/design/2018/7/quickship-badge.svg,55,0,0
1666063057897,102,Webstaurant Product Page-21,200,OK,Main Thread Group 1-1,bin,true,,11867,182,1,1,https://www.webstaurantstore.com/images/vendor/medium/20150323/beverageair_logo_hr.jpg,102,0,0
1666063057999,47,Webstaurant Product Page-22,200,OK,Main Thread Group 1-1,bin,true,,1034,181,1,1,https://www.webstaurantstore.com/build/files/4fbcd8c51dafd28f6671.placeholder-img.png,47,0,0
